Treningens start;Treningens slutt;Øvelse;Vekt;Repetisjoner;Notater;Kcal;Avstand;Varighet;Kategori;Navn;Kroppsvekt
2024-04-05 08:58;2024-04-05 09:56;"Cable rear delt flies";5;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-04-05 08:58;2024-04-05 09:56;"Cable rear delt flies";5;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-04-05 08:58;2024-04-05 09:56;"Cable rear delt flies";5;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-04-05 08:58;2024-04-05 09:56;"Cable lateral raises";2.5;14;"";;;;Skuldre;"C: Shoulders & Tri";
2024-04-05 08:58;2024-04-05 09:56;"Cable lateral raises";2.5;12;"";;;;Skuldre;"C: Shoulders & Tri";
2024-04-05 08:58;2024-04-05 09:56;"Cable lateral raises";2.5;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-04-05 08:58;2024-04-05 09:56;"Tricepsstrekk";7.5;10;"";;;;Triceps;"C: Shoulders & Tri";
2024-04-05 08:58;2024-04-05 09:56;"Tricepsstrekk";12.5;10;"";;;;Triceps;"C: Shoulders & Tri";
2024-04-05 08:58;2024-04-05 09:56;"Tricepsstrekk";12.5;12;"";;;;Triceps;"C: Shoulders & Tri";
2024-04-03 07:48;2024-04-03 09:00;"Markløft";130;5;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Markløft";130;5;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Markløft";130;5;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Pulldown (Machine)";60;8;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Pulldown (Machine)";70;8;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Pulldown (Machine)";75;7;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Roing med håndvekt";22;8;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Roing med håndvekt";24;8;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Roing med håndvekt";24;8;"";;;;Rygg;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Bicepsløft med håndvekt";10;10;"";;;;Biceps;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Bicepsløft med håndvekt";12;7;"";;;;Biceps;"A: Back & Bi";
2024-04-03 07:48;2024-04-03 09:00;"Bicepsløft med håndvekt";12;6;"";;;;Biceps;"A: Back & Bi";
2024-03-27 13:43;2024-03-27 15:05;"Skulderpress med håndvekter";22;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Skulderpress med håndvekter";22;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Skulderpress med håndvekter";22;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Skulderløft med håndvekter";10;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Skulderløft med håndvekter";10;8;"+2";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Skulderløft med håndvekter";10;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Militærpress";30;8;"1thumb";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Militærpress";30;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Militærpress";30;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Bent over lateral raise";8;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Bent over lateral raise";10;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Bent over lateral raise";10;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Skullcrusher";22.5;8;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Skullcrusher";22.5;8;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-27 13:43;2024-03-27 15:05;"Skullcrusher";22.5;8;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-25 12:54;2024-03-25 13:45;"Squat";70;5;"";;;;Ben;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Squat";75;5;"";;;;Ben;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Squat";75;5;"";;;;Ben;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Skulderpress med håndvekter";22;8;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Skulderpress med håndvekter";22;8;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Skulderpress med håndvekter";22;7;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Benstrekk";55;10;"";;;;Ben;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Benstrekk";60;8;"";;;;Ben;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Benstrekk";60;7;"";;;;Ben;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Markløft med strake ben";60;9;"";;;;Ben;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Markløft med strake ben";60;9;"";;;;Ben;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Markløft med strake ben";60;8;"";;;;Ben;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Skulderløft med håndvekter";8;10;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Skulderløft med håndvekter";8;10;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-25 12:54;2024-03-25 13:45;"Skulderløft med håndvekter";8;10;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-22 08:40;2024-03-22 09:22;"Skulderpress med håndvekter";22;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Skulderpress med håndvekter";22;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Skulderpress med håndvekter";22;7;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Skulderløft med håndvekter";8;11;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Skulderløft med håndvekter";8;12;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Skulderløft med håndvekter";8;12;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Machine shoulder press";37.5;7;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Machine shoulder press";37.5;6;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Machine shoulder press";35;6;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Pushdowns";22.5;8;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Pushdowns";20;7;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Pushdowns";20;6;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Cable lateral raises";2.5;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Cable lateral raises";5;6;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-22 08:40;2024-03-22 09:22;"Cable lateral raises";5;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-20 08:10;2024-03-20 09:14;"Markløft";130;5;"";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Markløft";130;5;"";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Markløft";130;5;"";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Nedtrekk";60;5;"Machine tipped";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Nedtrekk";60;6;"";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Nedtrekk";60;6;"";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Roing med håndvekt";20;8;"";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Roing med håndvekt";20;8;"";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Roing med håndvekt";20;8;"";;;;Rygg;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Bicepsløft med håndvekt";8;10;"";;;;Biceps;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Bicepsløft med håndvekt";10;10;"";;;;Biceps;"A: Back & Bi";
2024-03-20 08:10;2024-03-20 09:14;"Bicepsløft med håndvekt";10;8;"";;;;Biceps;"A: Back & Bi";
2024-03-14 08:11;2024-03-14 09:12;"Skulderpress med håndvekter";22;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Skulderpress med håndvekter";22;9;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Skulderpress med håndvekter";22;9;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Skulderløft med håndvekter";8;11;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Skulderløft med håndvekter";8;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Skulderløft med håndvekter";8;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Machine shoulder press";35;7;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Machine shoulder press";35;7;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Machine shoulder press";35;7;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Cable lateral raises";2.5;12;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Cable lateral raises";2.5;12;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Cable lateral raises";2.5;14;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Pushdowns";22.5;8;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Pushdowns";22.5;8;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-14 08:11;2024-03-14 09:12;"Pushdowns";22.5;6;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-12 09:10;2024-03-12 10:10;"Squat";70;5;"";;;;Ben;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Squat";75;5;"";;;;Ben;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Squat";75;5;"";;;;Ben;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Skulderpress med håndvekter";20;10;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Skulderpress med håndvekter";22;8;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Skulderpress med håndvekter";22;6;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Benstrekk";40;10;"";;;;Ben;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Benstrekk";50;8;"";;;;Ben;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Benstrekk";55;8;"";;;;Ben;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Lårcurl";35;10;"Laying";;;;Ben;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Lårcurl";40;5;"";;;;Ben;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Lårcurl";37.5;1;"";;;;Ben;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Skulderløft med håndvekter";6;10;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Skulderløft med håndvekter";6;12;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-12 09:10;2024-03-12 10:10;"Skulderløft med håndvekter";6;14;"";;;;Skuldre;"B: Legs & Shoulders";
2024-03-07 09:28;2024-03-07 10:18;"Markløft";140;4;"";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Markløft";140;5;"";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Markløft";140;4;"";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Nedtrekk";40;10;"";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Nedtrekk";50;10;"";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Nedtrekk";60;8;"";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Iso-lateral Row";40;10;"Machine";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Iso-lateral Row";50;10;"";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Iso-lateral Row";75;7;"";;;;Rygg;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Bicepsløft med vektstang";17.5;9;"";;;;Biceps;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Bicepsløft med vektstang";17.2;8;"";;;;Biceps;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Bicepsløft med vektstang";17.5;6;"";;;;Biceps;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Hammercurl";8;8;"";;;;Biceps;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Hammercurl";8;6;"";;;;Biceps;"A: Back & Bi";
2024-03-07 09:28;2024-03-07 10:18;"Hammercurl";8;5;"";;;;Biceps;"A: Back & Bi";
2024-03-05 09:23;2024-03-05 10:22;"Skulderpress med håndvekter";22;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Skulderpress med håndvekter";22;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Skulderpress med håndvekter";22;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Machine shoulder press";35;6;"Per?";;;;Skuldre;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Machine shoulder press";35;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Machine shoulder press";35;7;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Pushdowns";22.5;7;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Pushdowns";22.5;7;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Pushdowns";22.5;6;"";;;;Triceps;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Skulderløft med håndvekter";8;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Skulderløft med håndvekter";8;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Skulderløft med håndvekter";8;12;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Bent over lateral raise";6;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Bent over lateral raise";6;12;"";;;;Skuldre;"C: Shoulders & Tri";
2024-03-05 09:23;2024-03-05 10:22;"Bent over lateral raise";6;14;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-29 07:25;2024-02-29 08:48;"Squat";75;5;"";;;;Ben;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Squat";75;5;"";;;;Ben;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Squat";75;5;"";;;;Ben;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Skulderpress med håndvekter";22.5;8;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Skulderpress med håndvekter";22.5;7;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Skulderpress med håndvekter";22.5;6;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Benstrekk";61;8;"";;;;Ben;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Benstrekk";61;8;"";;;;Ben;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Benstrekk";75;8;"";;;;Ben;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Lårcurl";85;8;"";;;;Ben;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Lårcurl";85;8;"Drop";;;;Ben;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Skulderløft med håndvekter";9;10;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Skulderløft med håndvekter";9;10;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-29 07:25;2024-02-29 08:48;"Skulderløft med håndvekter";9;10;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-28 08:42;2024-02-28 09:49;"Markløft";140;5;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Markløft";140;5;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Markløft";140;2;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Nedtrekk";70;8;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Nedtrekk";70;7;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Nedtrekk";70;7;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Iso-lateral Row";90;9;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Iso-lateral Row";90;8;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Iso-lateral Row";90;7;"";;;;Rygg;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Bicepsløft med håndvekt";10;10;"";;;;Biceps;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Bicepsløft med håndvekt";10;8;"";;;;Biceps;"A: Back & Bi";
2024-02-28 08:42;2024-02-28 09:49;"Bicepsløft med håndvekt";10;7;"";;;;Biceps;"A: Back & Bi";
2024-02-22 08:01;2024-02-22 09:07;"Skulderpress med håndvekter";22.5;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Skulderpress med håndvekter";22.5;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Skulderpress med håndvekter";22.5;7;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Skulderløft med håndvekter";9;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Skulderløft med håndvekter";9;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Skulderløft med håndvekter";9;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Machine shoulder press";50;9;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Machine shoulder press";55;7;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Machine shoulder press";55;7;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Cable lateral raises";2.5;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Cable lateral raises";2.5;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Cable lateral raises";2.5;10;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Pushdowns";21.25;10;"";;;;Triceps;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Pushdowns";22.5;8;"";;;;Triceps;"C: Shoulders & Tri";
2024-02-22 08:01;2024-02-22 09:07;"Pushdowns";23.75;8;"";;;;Triceps;"C: Shoulders & Tri";
2024-02-20 08:19;2024-02-20 09:23;"Squat";70;5;"";;;;Ben;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Squat";75;5;"";;;;Ben;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Squat";75;5;"";;;;Ben;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Skulderpress med håndvekter";22.5;8;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Skulderpress med håndvekter";22.5;8;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Skulderpress med håndvekter";22.5;6;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Benstrekk";55;8;"";;;;Ben;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Benstrekk";60;8;"";;;;Ben;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Benstrekk";60;8;"";;;;Ben;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Lårcurl";85;8;"";;;;Ben;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Lårcurl";85;8;"";;;;Ben;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Lårcurl";90;5;"";;;;Ben;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Skulderløft med håndvekter";9;10;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Skulderløft med håndvekter";9;10;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-20 08:19;2024-02-20 09:23;"Skulderløft med håndvekter";9;10;"";;;;Skuldre;"B: Legs & Shoulders";
2024-02-18 11:10;2024-02-18 12:19;"Markløft";130;5;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Markløft";130;5;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Markløft";130;5;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Roing med vektstang";65;8;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Roing med vektstang";65;7;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Nedtrekk";60;8;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Nedtrekk";70;8;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Nedtrekk";70;7;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Roing med håndvekt";20;7;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Roing med håndvekt";20;8;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Roing med håndvekt";20;8;"";;;;Rygg;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Bicepsløft med håndvekt";10;10;"";;;;Biceps;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Bicepsløft med håndvekt";10;8;"";;;;Biceps;"A: Back & Bi";
2024-02-18 11:10;2024-02-18 12:19;"Bicepsløft med håndvekt";10;7;"";;;;Biceps;"A: Back & Bi";
2024-02-14 09:15;2024-02-14 10:18;"Skulderpress med håndvekter";22.5;6;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-14 09:15;2024-02-14 10:18;"Skulderpress med håndvekter";22.5;7;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-14 09:15;2024-02-14 10:18;"Skulderpress med håndvekter";22.5;7;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-14 09:15;2024-02-14 10:18;"Machine shoulder press";50;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-14 09:15;2024-02-14 10:18;"Machine shoulder press";50;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-14 09:15;2024-02-14 10:18;"Machine shoulder press";50;8;"";;;;Skuldre;"C: Shoulders & Tri";
2024-02-14 09:15;2024-02-14 10:18;"Pushdowns";21.25;8;"";;;;Triceps;"C: Shoulders & Tri";
2024-02-14 09:15;2024-02-14 10:18;"Pushdowns";21.25;8;"";;;;Triceps;"C: Shoulders & Tri";
2024-02-14 09:15;2024-02-14 10:18;"Pushdowns";21.25;10;"Paus";;;;Triceps;"C: Shoulders & Tri";
2024-02-14 09:15;2024-02-14 10:18;"Skulderløft med håndvekter";9;10;"";;;;Skuldre;"C: Shoulders & Tri";
